warehouse_id,article_id,date_time,quantity
Lager 5,Artikel 3,2020-07-07,5.0
Lager 5,Artikel 3,2020-07-09,4.0
Lager 5,Artikel 3,2020-07-08,2.0
Lager 5,Artikel 3,2017-08-10,30.0
Lager 5,Artikel 3,2020-04-22,8.0
Lager 5,Artikel 3,2019-12-02,4.0
Lager 5,Artikel 3,2019-12-02,6.0
Lager 5,Artikel 3,2020-07-27,20.0
Lager 5,Artikel 3,2020-07-28,20.0
Lager 5,Artikel 3,2020-07-30,10.0
Lager 5,Artikel 3,2020-07-07,6.0
Lager 5,Artikel 3,2020-05-27,30.0
Lager 5,Artikel 3,2019-09-12,20.0
Lager 5,Artikel 3,2019-09-18,15.0
Lager 5,Artikel 3,2019-08-20,10.0
Lager 5,Artikel 3,2019-08-20,30.0
Lager 5,Artikel 3,2020-01-07,10.0
Lager 5,Artikel 3,2020-05-29,20.0
Lager 5,Artikel 3,2018-01-29,5.0
Lager 5,Artikel 3,2020-05-28,2.0
Lager 5,Artikel 3,2020-01-29,20.0
Lager 5,Artikel 3,2020-01-23,10.0
Lager 5,Artikel 3,2020-01-28,30.0
Lager 5,Artikel 3,2020-01-29,5.0
Lager 5,Artikel 3,2019-07-19,1.0
Lager 5,Artikel 3,2019-07-03,10.0
Lager 5,Artikel 3,2019-07-17,10.0
Lager 5,Artikel 3,2019-09-18,20.0
Lager 5,Artikel 3,2019-10-28,5.0
Lager 5,Artikel 3,2020-05-18,6.0
Lager 5,Artikel 3,2019-08-13,4.0
Lager 5,Artikel 3,2020-01-22,10.0
Lager 5,Artikel 3,2020-01-27,10.0
Lager 5,Artikel 3,2020-05-26,6.0
Lager 5,Artikel 3,2019-02-05,4.0
Lager 5,Artikel 3,2018-03-16,3.0
Lager 5,Artikel 3,2018-03-12,30.0
Lager 5,Artikel 3,2019-09-13,4.0
Lager 5,Artikel 3,2019-09-17,10.0
Lager 5,Artikel 3,2019-09-19,10.0
Lager 5,Artikel 3,2018-06-12,10.0
Lager 5,Artikel 3,2020-05-28,2.0
Lager 5,Artikel 3,2018-06-19,10.0
Lager 5,Artikel 3,2018-06-22,10.0
Lager 5,Artikel 3,2018-06-26,10.0
Lager 5,Artikel 3,2019-09-25,30.0
Lager 5,Artikel 3,2019-02-14,30.0
Lager 5,Artikel 3,2020-01-08,20.0
Lager 5,Artikel 3,2020-02-05,3.0
Lager 5,Artikel 3,2020-08-05,10.0
Lager 5,Artikel 3,2020-08-11,30.0
Lager 5,Artikel 3,2020-01-30,10.0
Lager 5,Artikel 3,2020-02-06,6.0
Lager 5,Artikel 3,2020-08-28,10.0
Lager 5,Artikel 3,2020-02-10,7.0
Lager 5,Artikel 3,2020-05-06,10.0
Lager 5,Artikel 3,2020-05-26,20.0
Lager 5,Artikel 3,2020-02-07,20.0
Lager 5,Artikel 3,2020-04-20,5.0
Lager 5,Artikel 3,2020-04-24,20.0
Lager 5,Artikel 3,2019-01-28,10.0
Lager 5,Artikel 3,2018-03-09,10.0
Lager 5,Artikel 3,2017-08-18,1.0
Lager 5,Artikel 3,2020-04-30,10.0
Lager 5,Artikel 3,2018-03-14,6.0
Lager 5,Artikel 3,2017-09-04,10.0
Lager 5,Artikel 3,2018-02-16,6.0
Lager 5,Artikel 3,2018-02-22,30.0
Lager 5,Artikel 3,2018-06-18,10.0
Lager 5,Artikel 3,2018-04-12,30.0
Lager 5,Artikel 3,2018-03-19,30.0
Lager 5,Artikel 3,2018-04-17,10.0
Lager 5,Artikel 3,2017-09-20,2.0
Lager 5,Artikel 3,2017-12-11,2.0
Lager 5,Artikel 3,2019-09-24,3.0
Lager 5,Artikel 3,2019-10-22,5.0
Lager 5,Artikel 3,2019-12-05,5.0
Lager 5,Artikel 3,2020-04-24,2.0
Lager 5,Artikel 3,2018-02-16,4.0
Lager 5,Artikel 3,2017-09-15,2.0
Lager 5,Artikel 3,2017-09-14,30.0
Lager 5,Artikel 3,2017-08-16,10.0
Lager 5,Artikel 3,2018-05-17,5.0
Lager 5,Artikel 3,2017-10-10,1.0
Lager 5,Artikel 3,2017-10-11,1.0
Lager 5,Artikel 3,2018-02-19,10.0
Lager 5,Artikel 3,2017-10-18,5.0
Lager 5,Artikel 3,2017-10-17,8.0
Lager 5,Artikel 3,2017-10-18,1.0
Lager 5,Artikel 3,2018-01-29,10.0
Lager 5,Artikel 3,2019-02-18,20.0
Lager 5,Artikel 3,2019-09-25,16.0
Lager 5,Artikel 3,2019-02-18,10.0
Lager 5,Artikel 3,2019-02-18,30.0
Lager 5,Artikel 3,2019-10-18,10.0
Lager 5,Artikel 3,2019-10-22,1.0
Lager 5,Artikel 3,2019-10-22,11.0
Lager 5,Artikel 3,2019-10-28,2.0
Lager 5,Artikel 3,2019-10-29,10.0
Lager 5,Artikel 3,2019-10-28,10.0
Lager 5,Artikel 3,2019-02-28,20.0
Lager 5,Artikel 3,2019-10-31,20.0
Lager 5,Artikel 3,2017-09-01,5.0
Lager 5,Artikel 3,2017-09-13,5.0
Lager 5,Artikel 3,2017-09-13,10.0
Lager 5,Artikel 3,2017-09-07,4.0
Lager 5,Artikel 3,2018-02-13,10.0
Lager 5,Artikel 3,2018-02-13,20.0
Lager 5,Artikel 3,2018-02-14,20.0
Lager 5,Artikel 3,2020-08-12,10.0
Lager 5,Artikel 3,2020-08-07,30.0
Lager 5,Artikel 3,2020-08-11,6.0
Lager 5,Artikel 3,2018-04-06,6.0
Lager 5,Artikel 3,2017-10-18,4.0
Lager 5,Artikel 3,2018-11-30,2.0
Lager 5,Artikel 3,2019-05-27,3.0
Lager 5,Artikel 3,2020-04-22,40.0
Lager 5,Artikel 3,2020-01-20,6.0
Lager 5,Artikel 3,2017-10-30,10.0
Lager 5,Artikel 3,2019-12-10,10.0
Lager 5,Artikel 3,2019-12-09,30.0
Lager 5,Artikel 3,2019-12-11,10.0
Lager 5,Artikel 3,2019-12-19,2.0
Lager 5,Artikel 3,2017-08-21,10.0
Lager 5,Artikel 3,2018-10-22,10.0
Lager 5,Artikel 3,2018-10-30,30.0
Lager 5,Artikel 3,2018-11-12,10.0
Lager 5,Artikel 3,2018-11-20,2.0
Lager 5,Artikel 3,2019-04-30,6.0
Lager 5,Artikel 3,2019-04-24,8.0
Lager 5,Artikel 3,2019-04-04,10.0
Lager 5,Artikel 3,2019-04-12,10.0
Lager 5,Artikel 3,2019-04-02,10.0
Lager 5,Artikel 3,2019-04-11,6.0
Lager 5,Artikel 3,2019-04-26,50.0
Lager 5,Artikel 3,2019-05-23,10.0
Lager 5,Artikel 3,2019-05-29,4.0
Lager 5,Artikel 3,2019-05-27,2.0
Lager 5,Artikel 3,2019-05-24,20.0
Lager 5,Artikel 3,2019-06-04,20.0
Lager 5,Artikel 3,2019-06-05,20.0
Lager 5,Artikel 3,2019-12-03,5.0
Lager 5,Artikel 3,2020-04-22,10.0
Lager 5,Artikel 3,2019-07-29,30.0
Lager 5,Artikel 3,2020-01-09,20.0
Lager 5,Artikel 3,2020-01-08,1.0
Lager 5,Artikel 3,2020-01-17,10.0
Lager 5,Artikel 3,2020-05-19,30.0
Lager 5,Artikel 3,2019-03-15,10.0
Lager 5,Artikel 3,2019-03-11,20.0
Lager 5,Artikel 3,2020-04-28,15.0
Lager 5,Artikel 3,2018-11-26,8.0
Lager 5,Artikel 3,2019-08-09,6.0
Lager 5,Artikel 3,2020-05-06,4.0
Lager 5,Artikel 3,2020-05-06,5.0
Lager 5,Artikel 3,2017-08-28,5.0
Lager 5,Artikel 3,2017-08-29,10.0
Lager 5,Artikel 3,2019-06-26,20.0
Lager 5,Artikel 3,2019-07-31,20.0
Lager 5,Artikel 3,2020-01-13,30.0
Lager 5,Artikel 3,2019-02-11,8.0
Lager 5,Artikel 3,2019-02-19,15.0
Lager 5,Artikel 3,2019-10-02,8.0
Lager 5,Artikel 3,2019-09-16,3.0
Lager 5,Artikel 3,2019-10-04,7.0
Lager 5,Artikel 3,2019-10-08,10.0
Lager 5,Artikel 3,2019-02-05,20.0
Lager 5,Artikel 3,2017-08-24,20.0
Lager 5,Artikel 3,2020-05-05,20.0
Lager 5,Artikel 3,2020-05-04,1.0
Lager 5,Artikel 3,2019-09-16,1.0
Lager 5,Artikel 3,2019-02-04,30.0
Lager 5,Artikel 3,2019-08-14,1.0
Lager 5,Artikel 3,2019-12-19,30.0
Lager 5,Artikel 3,2020-05-05,1.0
Lager 5,Artikel 3,2020-05-07,10.0
Lager 5,Artikel 3,2017-08-23,5.0
Lager 5,Artikel 3,2017-08-28,10.0
Lager 5,Artikel 3,2019-08-14,1.0
Lager 5,Artikel 3,2019-02-06,10.0
Lager 5,Artikel 3,2020-05-04,8.0
Lager 5,Artikel 3,2019-10-31,10.0
Lager 5,Artikel 3,2019-10-30,1.0
Lager 5,Artikel 3,2019-02-22,10.0
Lager 5,Artikel 3,2019-02-08,25.0
Lager 5,Artikel 3,2020-01-14,4.0
Lager 5,Artikel 3,2019-02-07,4.0
Lager 5,Artikel 3,2020-05-11,2.0
Lager 5,Artikel 3,2020-05-04,2.0
Lager 5,Artikel 3,2020-05-13,18.0
Lager 5,Artikel 3,2020-05-14,3.0
Lager 1,Artikel 7,2018-06-07,4.0
Lager 1,Artikel 7,2018-06-01,5.0
Lager 1,Artikel 7,2018-06-08,4.0
Lager 1,Artikel 7,2018-06-14,4.0
Lager 1,Artikel 7,2018-05-29,4.0
Lager 1,Artikel 7,2018-07-31,4.0
Lager 1,Artikel 7,2018-06-20,7.0
Lager 1,Artikel 7,2018-06-21,1.0
Lager 1,Artikel 7,2018-06-21,2.0
Lager 1,Artikel 7,2018-06-28,4.0
Lager 1,Artikel 7,2018-06-26,40.0
Lager 1,Artikel 7,2018-06-22,3.0
Lager 1,Artikel 7,2018-06-26,4.0
Lager 1,Artikel 7,2018-06-28,4.0
Lager 1,Artikel 7,2018-07-05,2.0
Lager 1,Artikel 7,2018-07-05,3.0
Lager 1,Artikel 7,2018-07-10,25.0
Lager 1,Artikel 7,2018-07-18,4.0
Lager 1,Artikel 7,2018-07-09,40.0
Lager 1,Artikel 7,2020-08-13,40.0
Lager 1,Artikel 7,2020-08-13,4.0
Lager 1,Artikel 7,2018-04-19,4.0
Lager 1,Artikel 7,2018-04-12,14.0
Lager 1,Artikel 7,2017-09-14,2.0
Lager 1,Artikel 7,2018-04-19,2.0
Lager 1,Artikel 7,2020-08-18,40.0
Lager 1,Artikel 7,2018-04-18,3.0
Lager 1,Artikel 7,2020-08-18,1.0
Lager 1,Artikel 7,2017-12-11,4.0
Lager 1,Artikel 7,2018-04-12,6.0
Lager 1,Artikel 7,2018-04-11,40.0
Lager 1,Artikel 7,2018-02-22,25.0
Lager 1,Artikel 7,2018-04-09,4.0
Lager 1,Artikel 7,2020-08-19,6.0
Lager 1,Artikel 7,2018-04-18,22.0
Lager 1,Artikel 7,2018-04-26,4.0
Lager 1,Artikel 7,2018-04-17,4.0
Lager 1,Artikel 7,2018-04-19,4.0
Lager 1,Artikel 7,2018-04-25,5.0
Lager 1,Artikel 7,2018-04-25,5.0
Lager 1,Artikel 7,2018-04-24,10.0
Lager 1,Artikel 7,2017-09-27,4.0
Lager 1,Artikel 7,2018-02-21,20.0
Lager 1,Artikel 7,2018-02-21,6.0
Lager 1,Artikel 7,2018-04-23,2.0
Lager 1,Artikel 7,2018-04-20,6.0
Lager 1,Artikel 7,2020-08-28,7.0
Lager 1,Artikel 7,2017-09-27,4.0
Lager 1,Artikel 7,2018-04-19,5.0
Lager 1,Artikel 7,2020-08-13,6.0
Lager 1,Artikel 7,2018-05-03,4.0
Lager 1,Artikel 7,2018-05-03,1.0
Lager 1,Artikel 7,2018-05-03,1.0
Lager 1,Artikel 7,2018-05-03,2.0
Lager 1,Artikel 7,2017-10-17,4.0
Lager 1,Artikel 7,2017-10-02,40.0
Lager 1,Artikel 7,2017-10-03,40.0
Lager 1,Artikel 7,2018-04-26,4.0
Lager 1,Artikel 7,2018-05-07,6.0
Lager 1,Artikel 7,2018-01-16,4.0
Lager 1,Artikel 7,2018-04-27,4.0
Lager 1,Artikel 7,2018-05-09,3.0
Lager 1,Artikel 7,2018-05-02,1.0
Lager 1,Artikel 7,2018-05-09,3.0
Lager 1,Artikel 7,2017-10-23,7.0
Lager 1,Artikel 7,2018-05-04,40.0
Lager 1,Artikel 7,2018-05-03,8.0
Lager 1,Artikel 7,2018-05-04,10.0
Lager 1,Artikel 7,2018-03-26,4.0
Lager 1,Artikel 7,2018-05-14,1.0
Lager 1,Artikel 7,2018-03-12,4.0
Lager 1,Artikel 7,2018-03-19,4.0
Lager 1,Artikel 7,2018-03-28,8.0
Lager 1,Artikel 7,2018-03-19,20.0
Lager 1,Artikel 7,2018-03-12,40.0
Lager 1,Artikel 7,2018-03-20,1.0
Lager 1,Artikel 7,2018-03-20,5.0
Lager 1,Artikel 7,2017-10-11,4.0
Lager 1,Artikel 7,2018-04-05,3.0
Lager 1,Artikel 7,2018-05-11,4.0
Lager 1,Artikel 7,2018-05-16,5.0
Lager 1,Artikel 7,2018-05-11,40.0
Lager 1,Artikel 7,2018-04-12,6.0
Lager 1,Artikel 7,2018-05-15,7.0
Lager 1,Artikel 7,2018-04-17,4.0
Lager 1,Artikel 7,2018-04-09,4.0
Lager 1,Artikel 7,2018-04-10,3.0
Lager 1,Artikel 7,2018-04-13,3.0
Lager 1,Artikel 7,2018-04-13,3.0
Lager 1,Artikel 7,2018-05-16,1.0
Lager 1,Artikel 7,2017-10-27,3.0
Lager 1,Artikel 7,2018-05-18,4.0
Lager 1,Artikel 7,2018-05-24,40.0
Lager 1,Artikel 7,2018-05-29,4.0
Lager 1,Artikel 7,2017-11-07,40.0
Lager 1,Artikel 7,2017-11-16,3.0
Lager 1,Artikel 7,2018-05-28,4.0
Lager 1,Artikel 7,2018-05-30,1.0
Lager 1,Artikel 7,2018-05-11,1.0
Lager 1,Artikel 7,2018-05-07,4.0
Lager 1,Artikel 7,2020-07-01,1.0
Lager 1,Artikel 7,2019-11-12,2.0
Lager 1,Artikel 7,2020-03-20,3.0
Lager 1,Artikel 7,2020-03-20,3.0
Lager 1,Artikel 7,2020-03-18,20.0
Lager 1,Artikel 7,2020-03-24,4.0
Lager 1,Artikel 7,2020-03-24,4.0
Lager 1,Artikel 7,2019-11-11,4.0
Lager 1,Artikel 7,2020-03-31,1.0
Lager 1,Artikel 7,2020-03-23,1.0
Lager 1,Artikel 7,2020-04-02,4.0
Lager 1,Artikel 7,2020-04-02,4.0
Lager 1,Artikel 7,2020-04-01,2.0
Lager 1,Artikel 7,2020-04-06,4.0
Lager 1,Artikel 7,2020-04-07,2.0
Lager 1,Artikel 7,2020-04-07,5.0
Lager 1,Artikel 7,2020-04-07,4.0
Lager 1,Artikel 7,2020-04-10,10.0
Lager 1,Artikel 7,2020-04-07,3.0
Lager 1,Artikel 7,2020-04-08,6.0
Lager 1,Artikel 7,2020-04-07,1.0
Lager 1,Artikel 7,2020-04-15,40.0
Lager 1,Artikel 7,2020-04-15,40.0
Lager 1,Artikel 7,2020-04-17,1.0
Lager 1,Artikel 7,2020-04-16,3.0
Lager 1,Artikel 7,2020-04-15,1.0
Lager 1,Artikel 7,2020-04-15,1.0
Lager 1,Artikel 7,2020-04-15,1.0
Lager 1,Artikel 7,2020-04-15,1.0
Lager 1,Artikel 7,2020-04-15,5.0
Lager 1,Artikel 7,2020-04-16,9.0
Lager 1,Artikel 7,2020-04-14,3.0
Lager 1,Artikel 7,2020-04-15,1.0
Lager 1,Artikel 7,2017-08-04,5.0
Lager 1,Artikel 7,2020-04-22,4.0
Lager 1,Artikel 7,2020-04-24,5.0
Lager 1,Artikel 7,2020-04-23,1.0
Lager 1,Artikel 7,2020-04-23,7.0
Lager 1,Artikel 7,2020-04-24,4.0
Lager 1,Artikel 7,2020-04-23,1.0
Lager 1,Artikel 7,2020-04-21,3.0
Lager 1,Artikel 7,2020-04-17,4.0
Lager 1,Artikel 7,2020-04-23,4.0
Lager 1,Artikel 7,2020-04-16,2.0
Lager 1,Artikel 7,2020-04-23,40.0
Lager 1,Artikel 7,2019-12-05,7.0
Lager 1,Artikel 7,2019-11-26,6.0
Lager 1,Artikel 7,2020-04-15,6.0
Lager 1,Artikel 7,2020-03-06,4.0
Lager 1,Artikel 7,2020-04-27,2.0
Lager 1,Artikel 7,2020-04-27,2.0
Lager 1,Artikel 7,2020-04-29,1.0
Lager 1,Artikel 7,2020-04-29,6.0
Lager 1,Artikel 7,2020-04-24,2.0
Lager 1,Artikel 7,2020-05-05,5.0
Lager 1,Artikel 7,2020-05-06,32.0
Lager 1,Artikel 7,2020-05-07,8.0
Lager 1,Artikel 7,2020-05-05,10.0
Lager 1,Artikel 7,2017-08-02,7.0
Lager 1,Artikel 7,2017-08-28,4.0
Lager 1,Artikel 7,2019-07-03,4.0
Lager 1,Artikel 7,2017-08-07,7.0
Lager 1,Artikel 7,2017-08-03,80.0
Lager 1,Artikel 7,2017-08-25,2.0
Lager 1,Artikel 7,2020-05-14,4.0
Lager 1,Artikel 7,2020-05-15,15.0
Lager 1,Artikel 7,2020-05-12,2.0
Lager 1,Artikel 7,2020-05-15,4.0
Lager 1,Artikel 7,2020-05-15,6.0
Lager 1,Artikel 7,2020-01-23,4.0
Lager 1,Artikel 7,2020-05-14,40.0
Lager 1,Artikel 7,2020-05-19,6.0
Lager 1,Artikel 7,2020-05-25,3.0
Lager 1,Artikel 7,2020-05-27,40.0
Lager 1,Artikel 7,2020-05-25,1.0
Lager 1,Artikel 7,2020-05-25,16.0
Lager 1,Artikel 7,2020-01-30,3.0
Lager 1,Artikel 7,2020-05-25,15.0
Lager 1,Artikel 7,2020-01-27,7.0
Lager 1,Artikel 7,2020-05-25,40.0
Lager 1,Artikel 7,2019-08-21,4.0
Lager 1,Artikel 7,2020-05-25,6.0
Lager 1,Artikel 7,2020-08-04,6.0
Lager 1,Artikel 7,2020-05-29,3.0
Lager 1,Artikel 7,2019-08-14,5.0
Lager 1,Artikel 7,2019-07-30,2.0
Lager 1,Artikel 7,2019-08-06,1.0
Lager 1,Artikel 7,2020-05-25,3.0
Lager 1,Artikel 7,2019-08-08,7.0
Lager 1,Artikel 7,2019-08-22,7.0
Lager 1,Artikel 7,2020-05-29,4.0
Lager 1,Artikel 7,2020-02-21,40.0
Lager 1,Artikel 7,2020-06-05,7.0
Lager 1,Artikel 7,2020-02-24,40.0
Lager 1,Artikel 7,2020-06-05,2.0
Lager 1,Artikel 7,2020-06-10,2.0
Lager 1,Artikel 7,2020-06-05,2.0
Lager 1,Artikel 7,2020-06-03,3.0
Lager 1,Artikel 7,2020-06-03,3.0
Lager 1,Artikel 7,2020-06-09,1.0
Lager 1,Artikel 7,2020-06-10,12.0
Lager 1,Artikel 7,2020-02-19,4.0
Lager 1,Artikel 7,2020-06-12,4.0
Lager 1,Artikel 7,2020-06-18,38.0
Lager 1,Artikel 7,2020-06-18,2.0
Lager 1,Artikel 7,2020-03-12,20.0
Lager 1,Artikel 7,2020-03-11,4.0
Lager 1,Artikel 7,2020-03-11,2.0
Lager 1,Artikel 7,2019-08-19,4.0
Lager 1,Artikel 7,2020-03-04,40.0
Lager 1,Artikel 7,2019-08-28,4.0
Lager 1,Artikel 7,2019-09-05,11.0
Lager 1,Artikel 7,2019-09-05,7.0
Lager 1,Artikel 7,2019-01-29,4.0
Lager 1,Artikel 7,2019-02-05,1.0
Lager 1,Artikel 7,2019-01-30,40.0
Lager 1,Artikel 7,2019-09-25,4.0
Lager 1,Artikel 7,2019-09-25,7.0
Lager 1,Artikel 7,2019-02-20,8.0
Lager 1,Artikel 7,2019-02-21,40.0
Lager 1,Artikel 7,2019-09-23,4.0
Lager 1,Artikel 7,2019-03-06,4.0
Lager 1,Artikel 7,2019-03-14,4.0
Lager 1,Artikel 7,2019-03-01,7.0
Lager 1,Artikel 7,2019-10-09,6.0
Lager 1,Artikel 7,2019-03-04,7.0
Lager 1,Artikel 7,2018-07-11,4.0
Lager 1,Artikel 7,2018-07-09,4.0
Lager 1,Artikel 7,2019-02-26,40.0
Lager 1,Artikel 7,2019-03-20,4.0
Lager 1,Artikel 7,2019-03-21,8.0
Lager 1,Artikel 7,2019-03-29,3.0
Lager 1,Artikel 7,2019-10-15,7.0
Lager 1,Artikel 7,2019-04-04,2.0
Lager 1,Artikel 7,2019-04-04,6.0
Lager 1,Artikel 7,2019-04-09,8.0
Lager 1,Artikel 7,2019-10-10,8.0
Lager 1,Artikel 7,2019-04-16,5.0
Lager 1,Artikel 7,2019-04-16,4.0
Lager 1,Artikel 7,2019-04-10,4.0
Lager 1,Artikel 7,2019-10-23,7.0
Lager 1,Artikel 7,2019-04-18,2.0
Lager 1,Artikel 7,2019-04-18,7.0
Lager 1,Artikel 7,2019-04-17,2.0
Lager 1,Artikel 7,2019-04-17,7.0
Lager 1,Artikel 7,2019-04-25,7.0
Lager 1,Artikel 7,2019-04-29,4.0
Lager 1,Artikel 7,2019-05-02,4.0
Lager 1,Artikel 7,2019-05-07,1.0
Lager 1,Artikel 7,2019-05-02,6.0
Lager 1,Artikel 7,2019-04-29,4.0
Lager 1,Artikel 7,2019-05-23,1.0
Lager 1,Artikel 7,2019-05-15,7.0
Lager 1,Artikel 7,2019-05-22,6.0
Lager 1,Artikel 7,2019-05-22,1.0
Lager 1,Artikel 7,2019-05-17,40.0
Lager 1,Artikel 7,2019-05-23,3.0
Lager 1,Artikel 7,2019-05-03,5.0
Lager 1,Artikel 7,2019-06-24,4.0
Lager 1,Artikel 7,2019-06-07,3.0
Lager 1,Artikel 7,2019-06-13,6.0
Lager 1,Artikel 7,2019-06-13,4.0
Lager 1,Artikel 7,2019-06-06,8.0
Lager 1,Artikel 7,2019-06-14,12.0
Lager 1,Artikel 7,2019-06-07,1.0
Lager 1,Artikel 7,2019-06-07,2.0
Lager 1,Artikel 7,2019-06-18,8.0
Lager 1,Artikel 7,2019-06-19,8.0
Lager 1,Artikel 7,2019-06-25,1.0
Lager 1,Artikel 7,2019-06-26,1.0
Lager 1,Artikel 7,2019-06-26,4.0
Lager 1,Artikel 7,2019-06-21,3.0
Lager 1,Artikel 7,2019-06-25,40.0
Lager 1,Artikel 7,2019-07-04,12.0
Lager 1,Artikel 7,2019-07-12,40.0
Lager 1,Artikel 7,2019-07-17,5.0
Lager 1,Artikel 7,2019-07-19,4.0
Lager 1,Artikel 7,2019-07-24,4.0
Lager 1,Artikel 7,2019-07-29,1.0
Lager 1,Artikel 7,2019-08-28,50.0
Lager 1,Artikel 7,2018-07-23,6.0
Lager 1,Artikel 7,2018-07-24,4.0
Lager 1,Artikel 7,2018-08-30,4.0
Lager 1,Artikel 7,2018-08-27,4.0
Lager 1,Artikel 7,2018-08-27,1.0
Lager 1,Artikel 7,2018-08-28,4.0
Lager 1,Artikel 7,2018-08-10,40.0
Lager 1,Artikel 7,2018-07-11,4.0
Lager 1,Artikel 7,2018-09-11,6.0
Lager 1,Artikel 7,2018-09-06,5.0
Lager 1,Artikel 7,2018-09-04,10.0
Lager 1,Artikel 7,2018-08-09,4.0
Lager 1,Artikel 7,2018-09-24,15.0
Lager 1,Artikel 7,2018-10-02,4.0
Lager 1,Artikel 7,2018-10-10,3.0
Lager 1,Artikel 7,2018-10-16,4.0
Lager 1,Artikel 7,2018-10-22,2.0
Lager 1,Artikel 7,2018-10-23,4.0
Lager 1,Artikel 7,2018-10-29,5.0
Lager 1,Artikel 7,2018-11-06,3.0
Lager 1,Artikel 7,2018-11-07,2.0
Lager 1,Artikel 7,2018-11-06,4.0
Lager 1,Artikel 7,2018-11-09,4.0
Lager 1,Artikel 7,2018-11-13,4.0
Lager 1,Artikel 7,2018-11-26,10.0
Lager 1,Artikel 7,2018-11-23,4.0
Lager 1,Artikel 7,2018-12-05,3.0
Lager 1,Artikel 7,2017-11-28,40.0
Lager 1,Artikel 7,2018-05-28,1.0
Lager 1,Artikel 7,2018-05-22,5.0
Lager 1,Artikel 7,2018-05-24,4.0
Lager 1,Artikel 7,2018-07-09,5.0
Lager 1,Artikel 7,2020-06-26,3.0
Lager 1,Artikel 7,2020-06-25,4.0
Lager 1,Artikel 7,2020-06-29,4.0
Lager 1,Artikel 7,2020-06-05,2.0
Lager 1,Artikel 7,2020-06-23,1.0
Lager 1,Artikel 7,2020-06-29,3.0
Lager 1,Artikel 7,2020-07-02,40.0
Lager 1,Artikel 7,2020-07-01,4.0
Lager 1,Artikel 7,2020-07-02,6.0
Lager 1,Artikel 7,2020-07-01,3.0
Lager 1,Artikel 7,2020-07-08,3.0
Lager 1,Artikel 7,2020-07-17,15.0
Lager 1,Artikel 7,2020-07-13,2.0
Lager 1,Artikel 7,2020-07-14,2.0
Lager 1,Artikel 7,2020-07-23,40.0
Lager 1,Artikel 7,2020-07-20,1.0
Lager 1,Artikel 7,2020-07-20,3.0
Lager 1,Artikel 7,2020-07-17,3.0
Lager 1,Artikel 7,2020-08-20,18.0
Lager 1,Artikel 7,2019-03-18,4.0
Lager 1,Artikel 7,2019-03-22,8.0
Lager 1,Artikel 7,2019-07-29,4.0
Lager 1,Artikel 7,2019-10-30,9.0
Lager 1,Artikel 7,2019-03-15,40.0
Lager 1,Artikel 7,2019-03-22,4.0
Lager 1,Artikel 7,2019-03-25,1.0
Lager 1,Artikel 7,2019-03-28,8.0
Lager 1,Artikel 7,2019-04-19,6.0
Lager 1,Artikel 7,2019-04-09,40.0
Lager 1,Artikel 7,2019-04-17,80.0
Lager 1,Artikel 7,2019-04-01,40.0
Lager 1,Artikel 7,2019-04-25,40.0
Lager 1,Artikel 7,2019-04-30,3.0
Lager 1,Artikel 7,2019-04-30,1.0
Lager 1,Artikel 7,2019-04-16,3.0
Lager 1,Artikel 7,2019-04-03,4.0
Lager 1,Artikel 7,2019-05-28,6.0
Lager 1,Artikel 7,2019-07-04,4.0
Lager 1,Artikel 7,2018-07-02,7.0
Lager 1,Artikel 7,2020-03-16,6.0
Lager 1,Artikel 7,2020-05-29,4.0
Lager 1,Artikel 7,2020-06-17,8.0
Lager 1,Artikel 7,2020-06-22,9.0
Lager 1,Artikel 7,2019-05-10,4.0
Lager 3,Artikel 2,2019-07-09,1.0
Lager 3,Artikel 2,2019-07-29,1.0
Lager 3,Artikel 2,2019-07-29,1.0
Lager 3,Artikel 2,2019-07-10,1.0
Lager 3,Artikel 2,2019-07-16,1.0
Lager 3,Artikel 2,2019-07-18,2.0
Lager 3,Artikel 2,2019-07-17,1.0
Lager 3,Artikel 2,2019-11-07,1.0
Lager 3,Artikel 2,2019-11-11,1.0
Lager 3,Artikel 2,2020-08-14,1.0
Lager 3,Artikel 2,2019-11-12,1.0
Lager 3,Artikel 2,2020-03-17,1.0
Lager 3,Artikel 2,2020-03-10,1.0
Lager 3,Artikel 2,2020-03-05,1.0
Lager 3,Artikel 2,2020-03-13,1.0
Lager 3,Artikel 2,2020-03-09,1.0
Lager 3,Artikel 2,2019-01-17,1.0
Lager 3,Artikel 2,2019-01-22,1.0
Lager 3,Artikel 2,2019-01-21,1.0
Lager 3,Artikel 2,2019-08-28,1.0
Lager 3,Artikel 2,2020-01-28,2.0
Lager 3,Artikel 2,2020-01-21,1.0
Lager 3,Artikel 2,2020-01-27,1.0
Lager 3,Artikel 2,2020-01-30,1.0
Lager 3,Artikel 2,2020-01-29,1.0
Lager 3,Artikel 2,2019-08-23,1.0
Lager 3,Artikel 2,2020-08-03,1.0
Lager 3,Artikel 2,2020-08-06,1.0
Lager 3,Artikel 2,2019-07-05,1.0
Lager 3,Artikel 2,2019-07-05,1.0
Lager 3,Artikel 2,2019-07-09,1.0
Lager 3,Artikel 2,2019-07-09,1.0
Lager 3,Artikel 2,2019-07-02,1.0
Lager 3,Artikel 2,2020-08-11,1.0
Lager 3,Artikel 2,2020-08-11,1.0
