warehouse_id,article_id,n_steps,from,to
Lager 21,Artikel 49,1,2017-08-01,2020-08-31
Lager 21,Artikel 50,2,2017-08-01,2020-08-31
Lager 21,Artikel 51,1,2017-08-01,2020-08-31
Lager 21,Artikel 52,2,2018-09-01,2020-08-31
Lager 21,Artikel 53,1,2018-09-01,2020-08-31
Lager 22,Artikel 1,2,2017-08-01,2020-08-31
Lager 22,Artikel 2,2,2017-08-01,2020-08-31
Lager 22,Artikel 3,2,2017-08-01,2020-08-31
Lager 22,Artikel 4,1,2017-08-01,2020-08-31
Lager 22,Artikel 5,1,2018-09-01,2020-08-31
Lager 22,Artikel 6,2,2017-08-01,2020-08-31
Lager 22,Artikel 7,2,2017-08-01,2020-08-31
Lager 22,Artikel 8,2,2017-08-01,2020-08-31
Lager 22,Artikel 9,1,2018-09-01,2020-08-31
Lager 22,Artikel 10,1,2017-08-01,2020-08-31
Lager 22,Artikel 11,1,2017-08-01,2020-08-31
Lager 22,Artikel 12,1,2017-08-01,2020-08-31
Lager 22,Artikel 13,2,2017-08-01,2020-08-31
Lager 22,Artikel 14,1,2017-08-01,2020-08-31
Lager 22,Artikel 15,1,2017-08-01,2020-08-31
Lager 22,Artikel 16,1,2017-08-01,2020-08-31
Lager 22,Artikel 17,1,2017-08-01,2020-08-31
Lager 22,Artikel 18,1,2017-08-01,2020-08-31
Lager 22,Artikel 19,2,2017-08-01,2020-08-31
Lager 22,Artikel 20,2,2017-08-01,2020-08-31
Lager 22,Artikel 21,1,2017-08-01,2020-08-31
Lager 22,Artikel 22,2,2019-01-01,2020-08-31
Lager 22,Artikel 23,1,2019-01-01,2020-08-31
Lager 22,Artikel 24,2,2017-08-01,2020-08-31
Lager 22,Artikel 25,1,2017-08-01,2020-08-31
Lager 22,Artikel 26,2,2017-08-01,2020-08-31
Lager 22,Artikel 27,1,2019-01-01,2020-08-31
Lager 22,Artikel 28,2,2017-08-01,2020-08-31
Lager 22,Artikel 29,2,2017-08-01,2020-08-31
Lager 22,Artikel 30,1,2017-08-01,2020-08-31
Lager 22,Artikel 31,1,2017-08-01,2020-08-31
Lager 22,Artikel 32,3,2017-08-01,2020-08-31
Lager 22,Artikel 33,1,2017-08-01,2020-08-31
Lager 22,Artikel 34,1,2017-08-01,2020-08-31
Lager 22,Artikel 35,2,2017-08-01,2020-08-31
Lager 22,Artikel 36,2,2017-08-01,2020-08-31
Lager 22,Artikel 37,1,2019-01-01,2020-08-31
Lager 22,Artikel 38,1,2019-01-01,2020-08-31
Lager 22,Artikel 39,1,2017-08-01,2020-08-31
Lager 22,Artikel 40,2,2017-08-01,2020-08-31
Lager 22,Artikel 41,3,2017-08-01,2020-08-31
Lager 22,Artikel 42,1,2017-08-01,2020-08-31
Lager 22,Artikel 43,1,2019-01-01,2020-08-31
Lager 22,Artikel 44,2,2017-08-01,2020-08-31
Lager 22,Artikel 45,1,2017-08-01,2020-08-31
Lager 22,Artikel 46,2,2017-08-01,2020-08-31
Lager 22,Artikel 47,2,2017-08-01,2020-08-31
Lager 22,Artikel 48,2,2017-08-01,2020-08-31
Lager 22,Artikel 49,2,2017-08-01,2020-08-31
Lager 22,Artikel 50,1,2019-01-01,2020-08-31
Lager 22,Artikel 51,2,2017-08-01,2020-08-31
Lager 22,Artikel 52,1,2019-01-01,2020-08-31
Lager 22,Artikel 53,2,2017-08-01,2020-08-31
Lager 23,Artikel 1,2,2017-08-01,2020-08-31
Lager 23,Artikel 2,2,2017-08-01,2020-08-31
Lager 23,Artikel 3,2,2017-08-01,2020-08-31
Lager 23,Artikel 4,2,2017-08-01,2020-08-31
Lager 23,Artikel 5,1,2017-08-01,2020-08-31
Lager 23,Artikel 6,2,2017-08-01,2020-08-31
Lager 23,Artikel 7,1,2017-08-01,2020-08-31
Lager 23,Artikel 8,2,2018-09-01,2020-08-31
Lager 23,Artikel 9,1,2018-09-01,2020-08-31
Lager 23,Artikel 10,2,2017-08-01,2020-08-31
Lager 23,Artikel 11,2,2017-08-01,2020-08-31
Lager 23,Artikel 12,2,2017-08-01,2020-08-31
Lager 23,Artikel 13,1,2017-08-01,2020-08-31
Lager 23,Artikel 14,1,2018-09-01,2020-08-31
Lager 23,Artikel 15,2,2017-08-01,2020-08-31
Lager 23,Artikel 16,2,2017-08-01,2020-08-31
Lager 23,Artikel 17,2,2017-08-01,2020-08-31
Lager 23,Artikel 18,1,2018-09-01,2020-08-31
Lager 23,Artikel 19,1,2017-08-01,2020-08-31
Lager 23,Artikel 20,1,2017-08-01,2020-08-31
Lager 23,Artikel 21,1,2017-08-01,2020-08-31
Lager 23,Artikel 22,2,2017-08-01,2020-08-31
Lager 23,Artikel 23,1,2017-08-01,2020-08-31
Lager 23,Artikel 24,1,2017-08-01,2020-08-31
Lager 23,Artikel 25,1,2017-08-01,2020-08-31
Lager 23,Artikel 26,1,2017-08-01,2020-08-31
Lager 23,Artikel 27,1,2017-08-01,2020-08-31
Lager 23,Artikel 28,2,2017-08-01,2020-08-31
Lager 23,Artikel 29,2,2017-08-01,2020-08-31
Lager 23,Artikel 30,1,2017-08-01,2020-08-31
Lager 23,Artikel 31,2,2019-01-01,2020-08-31
Lager 23,Artikel 32,1,2019-01-01,2020-08-31
Lager 23,Artikel 33,2,2017-08-01,2020-08-31
Lager 23,Artikel 34,1,2017-08-01,2020-08-31
Lager 23,Artikel 35,2,2017-08-01,2020-08-31
Lager 23,Artikel 36,1,2019-01-01,2020-08-31
Lager 23,Artikel 37,2,2017-08-01,2020-08-31
Lager 23,Artikel 38,2,2017-08-01,2020-08-31
Lager 23,Artikel 39,1,2017-08-01,2020-08-31
Lager 23,Artikel 40,1,2017-08-01,2020-08-31
Lager 23,Artikel 41,3,2017-08-01,2020-08-31
Lager 23,Artikel 42,1,2017-08-01,2020-08-31
Lager 23,Artikel 43,1,2017-08-01,2020-08-31
Lager 23,Artikel 44,2,2017-08-01,2020-08-31
Lager 23,Artikel 45,2,2017-08-01,2020-08-31
Lager 23,Artikel 46,1,2019-01-01,2020-08-31
Lager 23,Artikel 47,1,2019-01-01,2020-08-31
Lager 23,Artikel 48,1,2017-08-01,2020-08-31
Lager 23,Artikel 49,2,2017-08-01,2020-08-31
Lager 23,Artikel 50,3,2017-08-01,2020-08-31
Lager 23,Artikel 51,1,2017-08-01,2020-08-31
Lager 23,Artikel 52,1,2019-01-01,2020-08-31
Lager 23,Artikel 53,2,2017-08-01,2020-08-31
Lager 24,Artikel 1,1,2017-08-01,2020-08-31
Lager 24,Artikel 2,2,2017-08-01,2020-08-31
Lager 24,Artikel 3,2,2017-08-01,2020-08-31
Lager 24,Artikel 4,2,2017-08-01,2020-08-31
Lager 24,Artikel 5,2,2017-08-01,2020-08-31
Lager 24,Artikel 6,1,2019-01-01,2020-08-31
Lager 24,Artikel 7,2,2017-08-01,2020-08-31
Lager 24,Artikel 8,1,2019-01-01,2020-08-31
Lager 24,Artikel 9,2,2017-08-01,2020-08-31
Lager 24,Artikel 10,2,2017-08-01,2020-08-31
Lager 24,Artikel 11,2,2017-08-01,2020-08-31
Lager 24,Artikel 12,2,2017-08-01,2020-08-31
Lager 24,Artikel 13,2,2017-08-01,2020-08-31
Lager 24,Artikel 14,1,2017-08-01,2020-08-31
Lager 24,Artikel 15,2,2017-08-01,2020-08-31
Lager 24,Artikel 16,1,2017-08-01,2020-08-31
Lager 24,Artikel 17,2,2018-09-01,2020-08-31
Lager 24,Artikel 18,1,2018-09-01,2020-08-31
Lager 24,Artikel 19,2,2017-08-01,2020-08-31
Lager 24,Artikel 20,2,2017-08-01,2020-08-31
Lager 24,Artikel 21,2,2017-08-01,2020-08-31
Lager 24,Artikel 22,1,2017-08-01,2020-08-31
Lager 24,Artikel 23,1,2018-09-01,2020-08-31
Lager 24,Artikel 24,2,2017-08-01,2020-08-31
Lager 24,Artikel 25,2,2017-08-01,2020-08-31
Lager 24,Artikel 26,2,2017-08-01,2020-08-31
Lager 24,Artikel 27,1,2018-09-01,2020-08-31
Lager 24,Artikel 28,1,2017-08-01,2020-08-31
Lager 24,Artikel 29,1,2017-08-01,2020-08-31
Lager 24,Artikel 30,1,2017-08-01,2020-08-31
Lager 24,Artikel 31,2,2017-08-01,2020-08-31
Lager 24,Artikel 32,1,2017-08-01,2020-08-31
Lager 24,Artikel 33,1,2017-08-01,2020-08-31
Lager 24,Artikel 34,1,2017-08-01,2020-08-31
Lager 24,Artikel 35,1,2017-08-01,2020-08-31
Lager 24,Artikel 36,1,2017-08-01,2020-08-31
Lager 24,Artikel 37,2,2017-08-01,2020-08-31
Lager 24,Artikel 38,2,2017-08-01,2020-08-31
Lager 24,Artikel 39,1,2017-08-01,2020-08-31
Lager 24,Artikel 40,2,2019-01-01,2020-08-31
Lager 24,Artikel 41,1,2019-01-01,2020-08-31
Lager 24,Artikel 42,2,2017-08-01,2020-08-31
Lager 24,Artikel 43,1,2017-08-01,2020-08-31
Lager 24,Artikel 44,2,2017-08-01,2020-08-31
Lager 24,Artikel 45,1,2019-01-01,2020-08-31
Lager 24,Artikel 46,2,2017-08-01,2020-08-31
Lager 24,Artikel 47,2,2017-08-01,2020-08-31
Lager 24,Artikel 48,1,2017-08-01,2020-08-31
Lager 24,Artikel 49,1,2017-08-01,2020-08-31
Lager 24,Artikel 50,3,2017-08-01,2020-08-31
Lager 24,Artikel 51,1,2017-08-01,2020-08-31
Lager 24,Artikel 52,1,2017-08-01,2020-08-31
Lager 24,Artikel 53,2,2017-08-01,2020-08-31
Lager 25,Artikel 1,2,2017-08-01,2020-08-31
Lager 25,Artikel 2,1,2019-01-01,2020-08-31
Lager 25,Artikel 3,1,2019-01-01,2020-08-31
Lager 25,Artikel 4,1,2017-08-01,2020-08-31
Lager 25,Artikel 5,2,2017-08-01,2020-08-31
Lager 25,Artikel 6,3,2017-08-01,2020-08-31
Lager 25,Artikel 7,1,2017-08-01,2020-08-31
Lager 25,Artikel 8,1,2019-01-01,2020-08-31
Lager 25,Artikel 9,2,2017-08-01,2020-08-31
Lager 25,Artikel 10,1,2017-08-01,2020-08-31
Lager 25,Artikel 11,2,2017-08-01,2020-08-31
Lager 25,Artikel 12,2,2017-08-01,2020-08-31
Lager 25,Artikel 13,2,2017-08-01,2020-08-31
Lager 25,Artikel 14,2,2017-08-01,2020-08-31
Lager 25,Artikel 15,1,2019-01-01,2020-08-31
Lager 25,Artikel 16,2,2017-08-01,2020-08-31
Lager 25,Artikel 17,1,2019-01-01,2020-08-31
Lager 25,Artikel 18,2,2017-08-01,2020-08-31
Lager 25,Artikel 19,2,2017-08-01,2020-08-31
Lager 25,Artikel 20,2,2017-08-01,2020-08-31
Lager 25,Artikel 21,2,2017-08-01,2020-08-31
Lager 25,Artikel 22,2,2017-08-01,2020-08-31
Lager 25,Artikel 23,1,2017-08-01,2020-08-31
Lager 25,Artikel 24,2,2017-08-01,2020-08-31
Lager 25,Artikel 25,1,2017-08-01,2020-08-31
Lager 25,Artikel 26,2,2018-09-01,2020-08-31
Lager 25,Artikel 27,1,2018-09-01,2020-08-31
Lager 25,Artikel 28,2,2017-08-01,2020-08-31
Lager 25,Artikel 29,2,2017-08-01,2020-08-31
Lager 25,Artikel 30,2,2017-08-01,2020-08-31
Lager 25,Artikel 31,1,2017-08-01,2020-08-31
Lager 25,Artikel 32,1,2018-09-01,2020-08-31
Lager 25,Artikel 33,2,2017-08-01,2020-08-31
Lager 25,Artikel 34,2,2017-08-01,2020-08-31
Lager 25,Artikel 35,2,2017-08-01,2020-08-31
Lager 25,Artikel 36,1,2018-09-01,2020-08-31
Lager 25,Artikel 37,1,2017-08-01,2020-08-31
Lager 25,Artikel 38,1,2017-08-01,2020-08-31
Lager 25,Artikel 39,1,2017-08-01,2020-08-31
Lager 25,Artikel 40,2,2017-08-01,2020-08-31
Lager 25,Artikel 41,1,2017-08-01,2020-08-31
Lager 25,Artikel 42,1,2017-08-01,2020-08-31
Lager 25,Artikel 43,1,2017-08-01,2020-08-31
Lager 25,Artikel 44,1,2017-08-01,2020-08-31
Lager 25,Artikel 45,1,2017-08-01,2020-08-31
Lager 25,Artikel 46,2,2017-08-01,2020-08-31
Lager 25,Artikel 47,2,2017-08-01,2020-08-31
Lager 25,Artikel 48,1,2017-08-01,2020-08-31
Lager 25,Artikel 49,2,2019-01-01,2020-08-31
Lager 25,Artikel 50,1,2019-01-01,2020-08-31
Lager 25,Artikel 51,2,2017-08-01,2020-08-31
Lager 25,Artikel 52,1,2017-08-01,2020-08-31
Lager 25,Artikel 53,2,2017-08-01,2020-08-31
Lager 26,Artikel 1,1,2019-01-01,2020-08-31
Lager 26,Artikel 2,2,2017-08-01,2020-08-31
Lager 26,Artikel 3,2,2017-08-01,2020-08-31
Lager 26,Artikel 4,1,2017-08-01,2020-08-31
Lager 26,Artikel 5,1,2017-08-01,2020-08-31
Lager 26,Artikel 6,3,2017-08-01,2020-08-31
Lager 26,Artikel 7,1,2017-08-01,2020-08-31
Lager 26,Artikel 8,1,2017-08-01,2020-08-31
Lager 26,Artikel 9,2,2017-08-01,2020-08-31
Lager 26,Artikel 10,2,2017-08-01,2020-08-31
Lager 26,Artikel 11,1,2019-01-01,2020-08-31
Lager 26,Artikel 12,1,2019-01-01,2020-08-31
Lager 26,Artikel 13,1,2017-08-01,2020-08-31
Lager 26,Artikel 14,2,2017-08-01,2020-08-31
Lager 26,Artikel 15,3,2017-08-01,2020-08-31
Lager 26,Artikel 16,1,2017-08-01,2020-08-31
Lager 26,Artikel 17,1,2019-01-01,2020-08-31
Lager 26,Artikel 18,2,2017-08-01,2020-08-31
Lager 26,Artikel 19,1,2017-08-01,2020-08-31
Lager 26,Artikel 20,2,2017-08-01,2020-08-31
Lager 26,Artikel 21,2,2017-08-01,2020-08-31
Lager 26,Artikel 22,2,2017-08-01,2020-08-31
Lager 26,Artikel 23,2,2017-08-01,2020-08-31
Lager 26,Artikel 24,1,2019-01-01,2020-08-31
Lager 26,Artikel 25,2,2017-08-01,2020-08-31
Lager 26,Artikel 26,1,2019-01-01,2020-08-31
Lager 26,Artikel 27,2,2017-08-01,2020-08-31
Lager 26,Artikel 28,2,2017-08-01,2020-08-31
Lager 26,Artikel 29,2,2017-08-01,2020-08-31
Lager 26,Artikel 30,2,2017-08-01,2020-08-31
Lager 26,Artikel 31,2,2017-08-01,2020-08-31
Lager 26,Artikel 32,1,2017-08-01,2020-08-31
Lager 26,Artikel 33,2,2017-08-01,2020-08-31
Lager 26,Artikel 34,1,2017-08-01,2020-08-31
Lager 26,Artikel 35,2,2018-09-01,2020-08-31
Lager 26,Artikel 36,1,2018-09-01,2020-08-31
Lager 26,Artikel 37,2,2017-08-01,2020-08-31
Lager 26,Artikel 38,2,2017-08-01,2020-08-31
Lager 26,Artikel 39,2,2017-08-01,2020-08-31
Lager 26,Artikel 40,1,2017-08-01,2020-08-31
Lager 26,Artikel 41,1,2018-09-01,2020-08-31
Lager 26,Artikel 42,2,2017-08-01,2020-08-31
Lager 26,Artikel 43,2,2017-08-01,2020-08-31
Lager 26,Artikel 44,2,2017-08-01,2020-08-31
Lager 26,Artikel 45,1,2018-09-01,2020-08-31
Lager 26,Artikel 46,1,2017-08-01,2020-08-31
Lager 26,Artikel 47,1,2017-08-01,2020-08-31
Lager 26,Artikel 48,1,2017-08-01,2020-08-31
Lager 26,Artikel 49,2,2017-08-01,2020-08-31
Lager 26,Artikel 50,1,2017-08-01,2020-08-31
Lager 26,Artikel 51,1,2017-08-01,2020-08-31
Lager 26,Artikel 52,1,2017-08-01,2020-08-31
Lager 26,Artikel 53,1,2017-08-01,2020-08-31
Lager 27,Artikel 1,1,2017-08-01,2020-08-31
Lager 27,Artikel 2,2,2017-08-01,2020-08-31
Lager 27,Artikel 3,2,2017-08-01,2020-08-31
Lager 27,Artikel 4,1,2017-08-01,2020-08-31
Lager 27,Artikel 5,2,2019-01-01,2020-08-31
Lager 27,Artikel 6,1,2019-01-01,2020-08-31
Lager 27,Artikel 7,2,2017-08-01,2020-08-31
Lager 27,Artikel 8,1,2017-08-01,2020-08-31
Lager 27,Artikel 9,2,2017-08-01,2020-08-31
Lager 27,Artikel 10,1,2019-01-01,2020-08-31
Lager 27,Artikel 11,2,2017-08-01,2020-08-31
Lager 27,Artikel 12,2,2017-08-01,2020-08-31
Lager 27,Artikel 13,1,2017-08-01,2020-08-31
Lager 27,Artikel 14,1,2017-08-01,2020-08-31
Lager 27,Artikel 15,3,2017-08-01,2020-08-31
Lager 27,Artikel 16,1,2017-08-01,2020-08-31
Lager 27,Artikel 17,1,2017-08-01,2020-08-31
Lager 27,Artikel 18,2,2017-08-01,2020-08-31
Lager 27,Artikel 19,2,2017-08-01,2020-08-31
Lager 27,Artikel 20,1,2019-01-01,2020-08-31
Lager 27,Artikel 21,1,2019-01-01,2020-08-31
Lager 27,Artikel 22,1,2017-08-01,2020-08-31
Lager 27,Artikel 23,2,2017-08-01,2020-08-31
Lager 27,Artikel 24,3,2017-08-01,2020-08-31
Lager 27,Artikel 25,1,2017-08-01,2020-08-31
Lager 27,Artikel 26,1,2019-01-01,2020-08-31
Lager 27,Artikel 27,2,2017-08-01,2020-08-31
Lager 27,Artikel 28,1,2017-08-01,2020-08-31
Lager 27,Artikel 29,2,2017-08-01,2020-08-31
Lager 27,Artikel 30,2,2017-08-01,2020-08-31
Lager 27,Artikel 31,2,2017-08-01,2020-08-31
Lager 27,Artikel 32,2,2017-08-01,2020-08-31
Lager 27,Artikel 33,1,2019-01-01,2020-08-31
Lager 27,Artikel 34,2,2017-08-01,2020-08-31
Lager 27,Artikel 35,1,2019-01-01,2020-08-31
Lager 27,Artikel 36,2,2017-08-01,2020-08-31
Lager 27,Artikel 37,2,2017-08-01,2020-08-31
Lager 27,Artikel 38,2,2017-08-01,2020-08-31
Lager 27,Artikel 39,2,2017-08-01,2020-08-31
Lager 27,Artikel 40,2,2017-08-01,2020-08-31
Lager 27,Artikel 41,1,2017-08-01,2020-08-31
Lager 27,Artikel 42,2,2017-08-01,2020-08-31
Lager 27,Artikel 43,1,2017-08-01,2020-08-31
Lager 27,Artikel 44,2,2018-09-01,2020-08-31
Lager 27,Artikel 45,1,2018-09-01,2020-08-31
Lager 27,Artikel 46,2,2017-08-01,2020-08-31
Lager 27,Artikel 47,2,2017-08-01,2020-08-31
Lager 27,Artikel 48,2,2017-08-01,2020-08-31
Lager 27,Artikel 49,1,2017-08-01,2020-08-31
Lager 27,Artikel 50,1,2018-09-01,2020-08-31
Lager 27,Artikel 51,2,2017-08-01,2020-08-31
Lager 27,Artikel 52,2,2017-08-01,2020-08-31
Lager 27,Artikel 53,2,2017-08-01,2020-08-31
Lager 28,Artikel 1,1,2018-09-01,2020-08-31
Lager 28,Artikel 2,1,2017-08-01,2020-08-31
Lager 28,Artikel 3,1,2017-08-01,2020-08-31
Lager 28,Artikel 4,1,2017-08-01,2020-08-31
Lager 28,Artikel 5,2,2017-08-01,2020-08-31
Lager 28,Artikel 6,1,2017-08-01,2020-08-31
Lager 28,Artikel 7,1,2017-08-01,2020-08-31
Lager 28,Artikel 8,1,2017-08-01,2020-08-31
Lager 28,Artikel 9,1,2017-08-01,2020-08-31
Lager 28,Artikel 10,1,2017-08-01,2020-08-31
Lager 28,Artikel 11,2,2017-08-01,2020-08-31
Lager 28,Artikel 12,2,2017-08-01,2020-08-31
Lager 28,Artikel 13,1,2017-08-01,2020-08-31
Lager 28,Artikel 14,2,2019-01-01,2020-08-31
Lager 28,Artikel 15,1,2019-01-01,2020-08-31
Lager 28,Artikel 16,2,2017-08-01,2020-08-31
Lager 28,Artikel 17,1,2017-08-01,2020-08-31
Lager 28,Artikel 18,2,2017-08-01,2020-08-31
Lager 28,Artikel 19,1,2019-01-01,2020-08-31
Lager 28,Artikel 20,2,2017-08-01,2020-08-31
Lager 28,Artikel 21,2,2017-08-01,2020-08-31
Lager 28,Artikel 22,1,2017-08-01,2020-08-31
Lager 28,Artikel 23,1,2017-08-01,2020-08-31
Lager 28,Artikel 24,3,2017-08-01,2020-08-31
Lager 28,Artikel 25,1,2017-08-01,2020-08-31
Lager 28,Artikel 26,1,2017-08-01,2020-08-31
Lager 28,Artikel 27,2,2017-08-01,2020-08-31
Lager 28,Artikel 28,2,2017-08-01,2020-08-31
Lager 28,Artikel 29,1,2019-01-01,2020-08-31
Lager 28,Artikel 30,1,2019-01-01,2020-08-31
Lager 28,Artikel 31,1,2017-08-01,2020-08-31
Lager 28,Artikel 32,2,2017-08-01,2020-08-31
Lager 28,Artikel 33,3,2017-08-01,2020-08-31
Lager 28,Artikel 34,1,2017-08-01,2020-08-31
Lager 28,Artikel 35,1,2019-01-01,2020-08-31
Lager 28,Artikel 36,2,2017-08-01,2020-08-31
Lager 28,Artikel 37,1,2017-08-01,2020-08-31
Lager 28,Artikel 38,2,2017-08-01,2020-08-31
Lager 28,Artikel 39,2,2017-08-01,2020-08-31
Lager 28,Artikel 40,2,2017-08-01,2020-08-31
Lager 28,Artikel 41,2,2017-08-01,2020-08-31
Lager 28,Artikel 42,1,2019-01-01,2020-08-31
Lager 28,Artikel 43,2,2017-08-01,2020-08-31
Lager 28,Artikel 44,1,2019-01-01,2020-08-31
Lager 28,Artikel 45,2,2017-08-01,2020-08-31
Lager 28,Artikel 46,2,2017-08-01,2020-08-31
Lager 28,Artikel 47,2,2017-08-01,2020-08-31
Lager 28,Artikel 48,2,2017-08-01,2020-08-31
Lager 28,Artikel 49,2,2017-08-01,2020-08-31
Lager 28,Artikel 50,1,2017-08-01,2020-08-31
Lager 28,Artikel 51,2,2017-08-01,2020-08-31
Lager 28,Artikel 52,1,2017-08-01,2020-08-31
Lager 28,Artikel 53,2,2018-09-01,2020-08-31
Lager 29,Artikel 1,1,2018-09-01,2020-08-31
Lager 29,Artikel 2,2,2017-08-01,2020-08-31
Lager 29,Artikel 3,2,2017-08-01,2020-08-31
Lager 29,Artikel 4,2,2017-08-01,2020-08-31
Lager 29,Artikel 5,1,2017-08-01,2020-08-31
Lager 29,Artikel 6,1,2018-09-01,2020-08-31
Lager 29,Artikel 7,2,2017-08-01,2020-08-31
Lager 29,Artikel 8,2,2017-08-01,2020-08-31
Lager 29,Artikel 9,2,2017-08-01,2020-08-31
Lager 29,Artikel 10,1,2018-09-01,2020-08-31
Lager 29,Artikel 11,1,2017-08-01,2020-08-31
Lager 29,Artikel 12,1,2017-08-01,2020-08-31
Lager 29,Artikel 13,1,2017-08-01,2020-08-31
Lager 29,Artikel 14,2,2017-08-01,2020-08-31
Lager 29,Artikel 15,1,2017-08-01,2020-08-31
Lager 29,Artikel 16,1,2017-08-01,2020-08-31
Lager 29,Artikel 17,1,2017-08-01,2020-08-31
Lager 29,Artikel 18,1,2017-08-01,2020-08-31
Lager 29,Artikel 19,1,2017-08-01,2020-08-31
Lager 29,Artikel 20,2,2017-08-01,2020-08-31
Lager 29,Artikel 21,2,2017-08-01,2020-08-31
Lager 29,Artikel 22,1,2017-08-01,2020-08-31
Lager 29,Artikel 23,2,2019-01-01,2020-08-31
Lager 29,Artikel 24,1,2019-01-01,2020-08-31
Lager 29,Artikel 25,2,2017-08-01,2020-08-31
Lager 29,Artikel 26,1,2017-08-01,2020-08-31
Lager 29,Artikel 27,2,2017-08-01,2020-08-31
Lager 29,Artikel 28,1,2019-01-01,2020-08-31
Lager 29,Artikel 29,2,2017-08-01,2020-08-31
Lager 29,Artikel 30,2,2017-08-01,2020-08-31
Lager 29,Artikel 31,1,2017-08-01,2020-08-31
Lager 29,Artikel 32,1,2017-08-01,2020-08-31
Lager 29,Artikel 33,3,2017-08-01,2020-08-31
Lager 29,Artikel 34,1,2017-08-01,2020-08-31
Lager 29,Artikel 35,1,2017-08-01,2020-08-31
Lager 29,Artikel 36,2,2017-08-01,2020-08-31
Lager 29,Artikel 37,2,2017-08-01,2020-08-31
Lager 29,Artikel 38,1,2019-01-01,2020-08-31
Lager 29,Artikel 39,1,2019-01-01,2020-08-31
Lager 29,Artikel 40,1,2017-08-01,2020-08-31
Lager 29,Artikel 41,2,2017-08-01,2020-08-31
Lager 29,Artikel 42,3,2017-08-01,2020-08-31
Lager 29,Artikel 43,1,2017-08-01,2020-08-31
Lager 29,Artikel 44,1,2019-01-01,2020-08-31
Lager 29,Artikel 45,2,2017-08-01,2020-08-31
Lager 29,Artikel 46,1,2017-08-01,2020-08-31
Lager 29,Artikel 47,2,2017-08-01,2020-08-31
Lager 29,Artikel 48,2,2017-08-01,2020-08-31
Lager 29,Artikel 49,2,2017-08-01,2020-08-31
Lager 29,Artikel 50,2,2017-08-01,2020-08-31
Lager 29,Artikel 51,1,2019-01-01,2020-08-31
Lager 29,Artikel 52,2,2017-08-01,2020-08-31
Lager 29,Artikel 53,1,2019-01-01,2020-08-31
Lager 30,Artikel 1,2,2017-08-01,2020-08-31
Lager 30,Artikel 2,2,2017-08-01,2020-08-31
Lager 30,Artikel 3,2,2017-08-01,2020-08-31
Lager 30,Artikel 4,2,2017-08-01,2020-08-31
Lager 30,Artikel 5,2,2017-08-01,2020-08-31
Lager 30,Artikel 6,1,2017-08-01,2020-08-31
Lager 30,Artikel 7,2,2017-08-01,2020-08-31
Lager 30,Artikel 8,1,2017-08-01,2020-08-31
Lager 30,Artikel 9,2,2018-09-01,2020-08-31
Lager 30,Artikel 10,1,2018-09-01,2020-08-31
Lager 30,Artikel 11,2,2017-08-01,2020-08-31
Lager 30,Artikel 12,2,2017-08-01,2020-08-31
Lager 30,Artikel 13,2,2017-08-01,2020-08-31
Lager 30,Artikel 14,1,2017-08-01,2020-08-31
Lager 30,Artikel 15,1,2018-09-01,2020-08-31
Lager 30,Artikel 16,2,2017-08-01,2020-08-31
Lager 30,Artikel 17,2,2017-08-01,2020-08-31
Lager 30,Artikel 18,2,2017-08-01,2020-08-31
Lager 30,Artikel 19,1,2018-09-01,2020-08-31
Lager 30,Artikel 20,1,2017-08-01,2020-08-31
Lager 30,Artikel 21,1,2017-08-01,2020-08-31
Lager 30,Artikel 22,1,2017-08-01,2020-08-31
Lager 30,Artikel 23,2,2017-08-01,2020-08-31
Lager 30,Artikel 24,1,2017-08-01,2020-08-31
Lager 30,Artikel 25,1,2017-08-01,2020-08-31
Lager 30,Artikel 26,1,2017-08-01,2020-08-31
Lager 30,Artikel 27,1,2017-08-01,2020-08-31
Lager 30,Artikel 28,1,2017-08-01,2020-08-31
Lager 30,Artikel 29,2,2017-08-01,2020-08-31
Lager 30,Artikel 30,2,2017-08-01,2020-08-31
Lager 30,Artikel 31,1,2017-08-01,2020-08-31
Lager 30,Artikel 32,2,2019-01-01,2020-08-31
Lager 30,Artikel 33,1,2019-01-01,2020-08-31
Lager 30,Artikel 34,2,2017-08-01,2020-08-31
Lager 30,Artikel 35,1,2017-08-01,2020-08-31
Lager 30,Artikel 36,2,2017-08-01,2020-08-31
Lager 30,Artikel 37,1,2019-01-01,2020-08-31
Lager 30,Artikel 38,2,2017-08-01,2020-08-31
Lager 30,Artikel 39,2,2017-08-01,2020-08-31
Lager 30,Artikel 40,1,2017-08-01,2020-08-31
Lager 30,Artikel 41,1,2017-08-01,2020-08-31
Lager 30,Artikel 42,3,2017-08-01,2020-08-31
Lager 30,Artikel 43,1,2017-08-01,2020-08-31
Lager 30,Artikel 44,1,2017-08-01,2020-08-31
Lager 30,Artikel 45,2,2017-08-01,2020-08-31
Lager 30,Artikel 46,2,2017-08-01,2020-08-31
Lager 30,Artikel 47,1,2019-01-01,2020-08-31
Lager 30,Artikel 48,1,2019-01-01,2020-08-31
Lager 30,Artikel 49,1,2017-08-01,2020-08-31
Lager 30,Artikel 50,2,2017-08-01,2020-08-31
Lager 30,Artikel 51,3,2017-08-01,2020-08-31
Lager 30,Artikel 52,1,2017-08-01,2020-08-31
Lager 30,Artikel 53,1,2019-01-01,2020-08-31
